place,state,country,all_minimums_repealed,status,policy_change,scope,land_uses,reform_date,population,lat,long,url,reporter,summary
Northville,MI,United States,FALSE,implemented,reduce parking minimums,city center / business district,all uses,,6119,42.4310816,-83.4832339,https://parkingreform.org/mandates-map/city_detail/Northville_MI.html,Samuel Deetz,"Within the Central Business District, parking requirements are reduced by right, and may be further reduced for a change of use or through a fee in lieu of required parking."
Norwalk,CT,United States,FALSE,implemented,"add parking maximums,reduce parking minimums,remove parking minimums",city center / business district,all uses,,91184,41.1175966,-73.4078968,https://parkingreform.org/mandates-map/city_detail/Norwalk_CT.html,Bryan Baker,"Norwalk passed a new zoning code on December 13, 2023 (Effective February 19, 2024) which eliminated parking requirements in the Urban Zones CD-4 and CD-4W, reduced parking requirements near transit and for townhomes, and added parking maximums citywide."
Norwalk,OH,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,17068,41.2424219,-82.6155745,https://parkingreform.org/mandates-map/city_detail/Norwalk_OH.html,Samuel Deetz,The B-2 Downtown Business District is exempt from parking mandates.
Norway,MI,United States,FALSE,implemented,reduce parking minimums,citywide,all uses,,2840,45.786902,-87.903736,https://parkingreform.org/mandates-map/city_detail/Norway_MI.html,Samuel Deetz,"Subject to the approval of the zoning board of appeals, all or part of the required off-street parking in all districts may be waived subject to the applicant's election to contribute a predevelopment fee to the city in lieu of the number of spaces waived. The zoning board of appeals may allow for the contribution to the fund only if the applicant can demonstrate that (1) off-site parking will be impossible or constitute an undue hardship, or (2) a contribution to the fund under the particular circumstances of the application will be more beneficial to the city."
Norwich,CT,United States,FALSE,implemented,"add parking maximums,remove parking minimums",city center / business district,commercial,,38768,41.5243537,-72.0759008,https://parkingreform.org/mandates-map/city_detail/Norwich_CT.html,Jason Vincent,Chelsea Central District does not have parking minimums and all retail/shopping centers have parking maximums.
Norwood,MA,United States,FALSE,implemented,reduce parking minimums,city center / business district,commercial,,29195,42.1944,-71.199,https://parkingreform.org/mandates-map/city_detail/Norwood_MA.html,,"In the Central Business District parking mandates are 50% of elsewhere and if a project would require less than 20 parking spaces, the requirement is waived. In General Business, and Limited Business districts, projects which would require less than 5 spaces are considered waived. On-street parking counts toward requirements. "
Norwood,OH,United States,FALSE,implemented,remove parking minimums,citywide,"commercial,residential, low-density",,19883,39.1556149,-84.4596641,https://parkingreform.org/mandates-map/city_detail/Norwood_OH.html,Christopher Brown,"There are no parking requirements, citywide for retail and office uses or single family homes. Parking requirements for other uses are relatively low. "
Novi,MI,United States,FALSE,implemented,reduce parking minimums,city center / business district,all uses,,66243,42.48059,-83.4754913,https://parkingreform.org/mandates-map/city_detail/Novi_MI.html,Samuel Deetz,"Within the TC Town Center District, on-street parking may count towards parking minimums."
Nürnberg,BY,Germany,FALSE,implemented,reduce parking minimums,"city center / business district,citywide",all uses,,523026,49.453872,11.077298,https://parkingreform.org/mandates-map/city_detail/Nürnberg_BY.html,Samuel Deetz,Uses in Zone 1 (city center) require 80% of the otherwise required parking spaces. A fee in lieu of required parking may be provided citywide.
O'Fallon,IL,United States,FALSE,implemented,"reduce parking minimums,remove parking minimums",city center / business district,"residential, all uses",1970-09-08,32289,38.5922715,-89.9112124,https://parkingreform.org/mandates-map/city_detail/O'Fallon_IL.html,Samuel Deetz,"Within the Downtown District, non-residential uses in existing buildings are exempt from minimum parking requirements. Nor is any parking required for existing or re-developed second story dwelling units located within existing buildings in the Downtown District. For construction of a new building with more than two dwelling units, parking must be provided."
O'Neill,NE,United States,FALSE,implemented,reduce parking minimums,city center / business district,commercial,,3581,42.4577934,-98.6477823,https://parkingreform.org/mandates-map/city_detail/O'Neill_NE.html,Samuel Deetz,"Off-street parking requirements are not applicable to any existing commercial use in the C-1 Central Business District, provided that any such existing use is not expanded through addition of floor space. When a new building replaces an existing building, the off-street parking requirement is only for any floor area developed which is in excess of the floor area of the existing building which is removed."
Oak Creek,CO,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,,893,40.275049,-106.957607,https://parkingreform.org/mandates-map/city_detail/OakCreek_CO.html,Samuel Deetz,Commercial uses in Performance District 1 are exempt from minimum parking requirements.
Oak Creek,WI,United States,FALSE,implemented,add parking maximums,citywide,all uses,,36497,42.898729,-87.9177966,https://parkingreform.org/mandates-map/city_detail/OakCreek_WI.html,Samuel Deetz,"No parking lot may exceed the required number of parking spaces by more than 20%, except as approved by Community Development Director."
Oak Lawn,IL,United States,FALSE,implemented,add parking maximums,citywide,"residential, all uses",,58362,41.7108662,-87.7581081,https://parkingreform.org/mandates-map/city_detail/OakLawn_IL.html,Samuel Deetz,"The total number of accessory parking spaces provided for a single-family, two-family or multiple-family dwelling may not exceed the requirements for such use or for an equivalent new use by more than fifty percent (50%) or four (4) spaces, whichever number is greater."
Oak Park,IL,United States,FALSE,implemented,"reduce parking minimums,remove parking minimums",city center / business district,commercial,,54583,41.8878145,-87.7887615,https://parkingreform.org/mandates-map/city_detail/OakPark_IL.html,Samuel Deetz,"Non-residential uses of 2,500 square feet or less are exempt from parking requirements. In commercial districts, on-street parking spaces may be counted toward required off-street parking spaces for commercial uses. In the DT-1 Downtown Central Sub-District, parking requirements are reduced. 

In all districts, all uses located within one-half mile of a transit station (trains only) have reduced parking requirements. Furthermore, the Zoning Administrator may authorize greater reductions through the provision of a transportation management plan, the use of off-peak work schedules, or the provision of cash or in-kind financial incentives for employees commuting by carpool, car sharing, vanpool, and transit. At the discretion of the Village, a one-time fee may be paid in lieu of providing a portion of the required off-street parking."
Oak Park,MI,United States,FALSE,implemented,add parking maximums,citywide,all uses,,29560,42.4595317,-83.1821445,https://parkingreform.org/mandates-map/city_detail/OakPark_MI.html,Samuel Deetz,Parking maximums are set at 120% of the minimums.
Oakboro,NC,United States,FALSE,implemented,add parking maximums,citywide,commercial,,2128,35.2257007,-80.3289521,https://parkingreform.org/mandates-map/city_detail/Oakboro_NC.html,Samuel Deetz,Commercial uses must limit the total number of off-street parking spaces provided to not more than 150 percent of the minimum parking spaces required.
Oakdale,PA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,1475,40.3981246,-80.1856134,https://parkingreform.org/mandates-map/city_detail/Oakdale_PA.html,Samuel Deetz,The B-1 Business District is exempt from parking mandates.
Oakland,CA,United States,FALSE,implemented,"add parking maximums,remove parking minimums","city center / business district,transit oriented",all uses,,433031,37.8044557,-122.2713563,https://parkingreform.org/mandates-map/city_detail/Oakland_CA.html,Tom Radulovich,"Oakland has no required parking in CBD, S-2, and D-LM zones.  There are parking maximums in those zones."
